,Best Picture,Certificate (GB),Certificate (US),Production Companies (1st),Title,IMDB Rating,genres,plot_keywords,genres_encoded,genres_decode,production_company_encoded,plot_keywords_encoded,plot_keywords_decode
124,,15,R,Ground Glass Entertainment,The Maze,3.8,"['Action', 'Horror', 'Thriller']","['night', 'killer', 'friends']",[ 0 12 21],['Action' 'Horror' 'Thriller'],3913,[60 44 30],['night' 'killer' 'friends']
125,,15,R,Universal Pictures,Ambulance,6.1,"['Action', 'Crime', 'Drama', 'Thriller']",['goes'],[ 0  5  7 21],['Action' 'Crime' 'Drama' 'Thriller'],7676,[34],['goes']
126,,15,PG-13,Orion Pictures,She-Devil,5.7,['Comedy'],"['husband', 'begins']",[4],['Comedy'],5809,[40  2],['husband' 'begins']
127,,12,PG-13,Because Entertainment,What's Cooking?,6.8,"['Comedy', 'Drama', 'Romance']",[],[ 4  7 18],['Comedy' 'Drama' 'Romance'],1217,[],[]
128,,18,R,World Film Services,Beyond the Limit,5.7,"['Drama', 'Romance', 'Thriller']","['war', 'police', 'wife']",[ 7 18 21],['Drama' 'Romance' 'Thriller'],7954,[89 65 91],['war' 'police' 'wife']
129,,18,R,Universal 1440 Entertainment,Curse of Chucky,5.6,"['Horror', 'Thriller']","['death', 'mother', 'begins', 'mysterious']",[12 21],['Horror' 'Thriller'],7673,[14 56  2 58],['death' 'mother' 'begins' 'mysterious']
130,,15,Not Rated,Cherry Sky Films,California Solo,6.2,['Drama'],"['living', 'gets', 'life', 'years', 'past']",[7],['Drama'],2046,[47 32 45 97 63],['living' 'gets' 'life' 'years' 'past']
131,,15,R,HandMade Films,Powwow Highway,7.2,"['Adventure', 'Drama']","['way', 'men', 'new']",[1 7],['Adventure' 'Drama'],3992,[90 55 59],['way' 'men' 'new']
132,,PG,PG-13,Universal Pictures,Stop! Or My Mom Will Shoot,4.4,"['Action', 'Comedy']","['mother', 'life', 'police', 'comes', 'begins']",[0 4],['Action' 'Comedy'],7676,[56 45 65  8  2],['mother' 'life' 'police' 'comes' 'begins']
133,,18,R,Halloween VI Productions,Halloween: The Curse of Michael Myers,4.7,"['Horror', 'Thriller']","['returns', 'years', 'mysterious']",[12 21],['Horror' 'Thriller'],3986,[69 97 58],['returns' 'years' 'mysterious']
134,,,PG-13,Showcase Television,Trailer Park Boys,7.9,['Comedy'],"['documentary', 'life']",[4],['Comedy'],6833,[17 45],['documentary' 'life']
135,,15,NC-17,View Askew Productions,Clerks,7.7,['Comedy'],"['lives', 'day']",[4],['Comedy'],7744,[46 12],['lives' 'day']
136,,12A,PG-13,AUM Group,Passing,6.7,['Drama'],"['school', 'follows', 'friends', 'high']",[7],['Drama'],318,[72 27 30 37],['school' 'follows' 'friends' 'high']
137,,12,PG,Jack Rollins & Charles H. Joffe Productions,Stardust Memories,7.2,"['Comedy', 'Drama']","['work', 'life']",[4 7],['Comedy' 'Drama'],4452,[94 45],['work' 'life']
138,,15,,Caruso / Mendelsohn Productions,Judy Berlin,6.9,"['Comedy', 'Drama']","['school', 'returns', 'family']",[4 7],['Comedy' 'Drama'],1926,[72 69 22],['school' 'returns' 'family']
139,,15,R,Sweetland Films,Celebrity,6.3,"['Comedy', 'Drama']","['husband', 'wife']",[4 7],['Comedy' 'Drama'],7220,[40 91],['husband' 'wife']
140,,15,R,Cinesthesia Productions,Stranger Than Paradise,7.4,"['Comedy', 'Drama']","['life', 'new']",[4 7],['Comedy' 'Drama'],2183,[45 59],['life' 'new']
141,,15,R,Good Machine,The Man Who Wasn't There,7.5,"['Crime', 'Drama']","['wife', 'goes']",[5 7],['Crime' 'Drama'],3806,[91 34],['wife' 'goes']
142,,18,Not Rated,Fast Films,The Addiction,6.4,"['Drama', 'Horror']","['tries', 'student', 'york', 'turns', 'new']",[ 7 12],['Drama' 'Horror'],3239,[86 80 98 88 59],['tries' 'student' 'york' 'turns' 'new']
144,,15,,Blood Money Partners LP,Running Time,6.8,"['Crime', 'Thriller']","['year', 'time']",[ 5 21],['Crime' 'Thriller'],1430,[96 84],['year' 'time']
145,,15,R,Touchstone Pictures,Ed Wood,7.8,"['Biography', 'Comedy', 'Drama']","['tries', 'best']",[3 4 7],['Biography' 'Comedy' 'Drama'],7537,[86  3],['tries' 'best']
146,,15,R,Island Pictures,Down by Law,7.7,"['Comedy', 'Crime', 'Drama']",['men'],[4 5 7],['Comedy' 'Crime' 'Drama'],4411,[55],['men']
147,,15,R,Harvest Filmworks,Pi,7.3,"['Drama', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']",[],[ 7 12 15 19 21],['Drama' 'Horror' 'Mystery' 'Sci-Fi' 'Thriller'],4018,[],[]
148,,,Not Rated,Cinephile,Archangel,6.4,"['Comedy', 'Drama', 'Romance', 'War']","['war', 'love', 'help', 'fight']",[ 4  7 18 22],['Comedy' 'Drama' 'Romance' 'War'],2171,[89 51 36 24],['war' 'love' 'help' 'fight']
149,,,Not Rated,BNS Productions,The American Astronaut,6.9,"['Musical', 'Comedy', 'Sci-Fi']","['friend', 'old']",[14  4 19],['Musical' 'Comedy' 'Sci-Fi'],1041,[29 61],['friend' 'old']
150,,15,R,Castle Rock Entertainment,A Midwinter's Tale,7.2,['Comedy'],['group'],[4],['Comedy'],1940,[35],['group']
151,,15,Unrated,Mad As Birds,Set Fire to the Stars,5.8,"['Biography', 'Drama']","['long', 'save', 'york', 'world', 'new']",[3 7],['Biography' 'Drama'],5055,[49 71 98 95 59],['long' 'save' 'york' 'world' 'new']
152,,15,R,Bord Scannán na hÉireann / The Irish Film Board,The General,7.2,"['Biography', 'Crime', 'Drama', 'Thriller']","['story', 'real', 'life', 'team', 'police']",[ 3  5  7 21],['Biography' 'Crime' 'Drama' 'Thriller'],1540,[79 67 45 82 65],['story' 'real' 'life' 'team' 'police']
153,,15,R,Becker Films,Control,7.6,"['Biography', 'Drama', 'Music']",[],[ 3  7 13],['Biography' 'Drama' 'Music'],1220,[],[]
154,,15,R,Scala Films,Twenty Four Seven,7.0,"['Comedy', 'Drama', 'Romance', 'Sport']","['soon', 'town', 'friends', 'group', 'people', 'man', 'young', 'fight', 'day']",[ 4  7 18 20],['Comedy' 'Drama' 'Romance' 'Sport'],6687,[77 85 30 35 64 53 99 24 12],['soon' 'town' 'friends' 'group' 'people' 'man' 'young' 'fight' 'day']
155,,15,R,Next Wave Films,Following,7.5,"['Crime', 'Mystery', 'Thriller']","['meets', 'follows', 'takes', 'young']",[ 5 15 21],['Crime' 'Mystery' 'Thriller'],5629,[54 27 81 99],['meets' 'follows' 'takes' 'young']
156,,15,R,Intrinsic Value Films,The Hebrew Hammer,6.1,['Comedy'],"['evil', 'son']",[4],['Comedy'],4394,[19 76],['evil' 'son']
157,,15,R,Backward Films,The Dark Backward,5.7,['Comedy'],"['look', 'agent', 'begins', 'man', 'friend']",[4],['Comedy'],1073,[50  0  2 53 29],['look' 'agent' 'begins' 'man' 'friend']
158,,,Not Rated,Miasma Films,Brother to Brother,7.1,['Drama'],"['meets', 'york', 'new']",[7],['Drama'],5295,[54 98 59],['meets' 'york' 'new']
159,,15,Not Rated,Canada Council for the Arts,Family Viewing,6.7,['Drama'],"['meets', 'father', 'mother', 'real', 'life', 'years', 'people', 'family', 'help', 'home', 'old']",[7],['Drama'],1828,[54 23 56 67 45 97 64 22 36 38 61],"['meets' 'father' 'mother' 'real' 'life' 'years' 'people' 'family' 'help'
 'home' 'old']"
160,,15,R,Archer Entertainment Group,American Gun,6.1,['Drama'],"['daughter', 'just']",[7],['Drama'],756,[11 43],['daughter' 'just']
161,,15,R,Trimark Pictures,Eve's Bayou,7.2,['Drama'],"['husband', 'father', 'world', 'family', 'women']",[7],['Drama'],7576,[40 23 95 22 93],['husband' 'father' 'world' 'family' 'women']
162,,18,,Alliance Atlantis Motion Picture Distribution,Beefcake,6.7,['Drama'],"['mother', 'years', 'film', 'men']",[7],['Drama'],523,[56 97 25 55],['mother' 'years' 'film' 'men']
163,,A,PG,Chosen Film Company,The Chosen,7.2,['Drama'],"['friends', 'family']",[7],['Drama'],2082,[30 22],['friends' 'family']
164,,12,PG-13,Universal Pictures,Lorenzo's Oil,7.3,"['Biography', 'Drama']","['year', 'old']",[3 7],['Biography' 'Drama'],7676,[96 61],['year' 'old']
165,,18,R,Burnside Entertainment,Piñero,6.2,"['Biography', 'Drama']","['work', 'life', 'time']",[3 7],['Biography' 'Drama'],1722,[94 45 84],['work' 'life' 'time']
166,,PG,PG,Artisan Entertainment,Standing in the Shadows of Motown,7.8,"['Documentary', 'Music']","['documentary', 'group']",[ 6 13],['Documentary' 'Music'],833,[17 35],['documentary' 'group']
167,,15,PG-13,Lightyear Entertainment,The Lemon Sisters,5.0,"['Comedy', 'Romance']","['work', 'girl', 'long', 'city', 'life', 'friends']",[ 4 18],['Comedy' 'Romance'],4848,[94 33 49  6 45 30],['work' 'girl' 'long' 'city' 'life' 'friends']
168,,15,R,Revolutionary Eye LLC,Billy's Hollywood Screen Kiss,6.6,"['Comedy', 'Romance']","['falls', 'love']",[ 4 18],['Comedy' 'Romance'],6464,[21 51],['falls' 'love']
169,,18,R,40 Acres & A Mule Filmworks,She's Gotta Have It,6.8,"['Comedy', 'Romance']","['story', 'woman']",[ 4 18],['Comedy' 'Romance'],142,[79 92],['story' 'woman']
170,,18,R,Touchstone Pictures,Last Dance,5.7,"['Drama', 'Thriller']","['tries', 'death', 'finds', 'woman']",[ 7 21],['Drama' 'Thriller'],7537,[86 14 26 92],['tries' 'death' 'finds' 'woman']
171,,12,PG-13,Focus Features,9,7.0,"['Animation', 'Action', 'Adventure', 'Drama', 'Fantasy', 'Sci-Fi', 'Thriller']",['future'],[ 2  0  1  7  9 19 21],['Animation' 'Action' 'Adventure' 'Drama' 'Fantasy' 'Sci-Fi' 'Thriller'],3467,[31],['future']
172,,,R,Lorimar Film Entertainment,Penn & Teller Get Killed,5.7,"['Adventure', 'Comedy', 'Crime', 'Thriller']","['murder', 'city', 'set', 'world']",[ 1  4  5 21],['Adventure' 'Comedy' 'Crime' 'Thriller'],4930,[57  6 74 95],['murder' 'city' 'set' 'world']
173,,18,R,First Look International,The Prophecy,6.4,"['Action', 'Crime', 'Drama', 'Fantasy', 'Horror', 'Mystery', 'Thriller']","['school', 'murder', 'evil', 'finds', 'stop', 'discovers', 'fight']",[ 0  5  7  9 12 15 21],['Action' 'Crime' 'Drama' 'Fantasy' 'Horror' 'Mystery' 'Thriller'],3422,[72 57 19 26 78 16 24],['school' 'murder' 'evil' 'finds' 'stop' 'discovers' 'fight']
174,,18,R,Breakheart Films,Killer: A Journal of Murder,6.3,"['Biography', 'Crime', 'Drama', 'Romance', 'Thriller']","['crime', 'prison']",[ 3  5  7 18 21],['Biography' 'Crime' 'Drama' 'Romance' 'Thriller'],1597,[10 66],['crime' 'prison']
175,,12,PG-13,New Line Cinema,Pleasantville,7.5,"['Comedy', 'Drama', 'Fantasy']","['teenage', 'world', 'begins']",[4 7 9],['Comedy' 'Drama' 'Fantasy'],5597,[83 95  2],['teenage' 'world' 'begins']
176,,15,PG-13,Orion Pictures,Great Balls of Fire!,6.3,"['Biography', 'Drama', 'Music']",['life'],[ 3  7 13],['Biography' 'Drama' 'Music'],5809,[45],['life']
177,,,R,Terminal City Pictures,Hard Core Logo,7.2,"['Comedy', 'Drama', 'Music']","['group', 'friend']",[ 4  7 13],['Comedy' 'Drama' 'Music'],7310,[35 29],['group' 'friend']
178,,18,R,Hercules Films Ltd.,Forbidden Zone,6.6,"['Comedy', 'Fantasy', 'Musical']","['girl', 'family']",[ 4  9 14],['Comedy' 'Fantasy' 'Musical'],4069,[33 22],['girl' 'family']
179,,12,PG,Orion Pictures,Hammett,6.4,"['Crime', 'Drama', 'Mystery']","['real', 'life', 'mysterious']",[ 5  7 15],['Crime' 'Drama' 'Mystery'],5809,[67 45 58],['real' 'life' 'mysterious']
180,,15,R,Gurian Entertainment,Cutter's Way,6.8,"['Crime', 'Drama', 'Mystery', 'Thriller']","['man', 'friend']",[ 5  7 15 21],['Crime' 'Drama' 'Mystery' 'Thriller'],3939,[53 29],['man' 'friend']
181,,PG,PG,AM/PM Entertainment,Brenda Starr,4.7,"['Adventure', 'Comedy', 'Romance']",[],[ 1  4 18],['Adventure' 'Comedy' 'Romance'],285,[],[]
182,,15,PG-13,Kings Road Entertainment,There Goes the Neighborhood,5.7,"['Comedy', 'Crime', 'Romance']","['gets', 'prison']",[ 4  5 18],['Comedy' 'Crime' 'Romance'],4624,[32 66],['gets' 'prison']
183,,18,R,Bronze Eye Productions,Poison,6.3,"['Drama', 'Horror', 'Romance', 'Sci-Fi']","['boy', 'father', 'falls', 'prison', 'love', 'man']",[ 7 12 18 19],['Drama' 'Horror' 'Romance' 'Sci-Fi'],1662,[ 4 23 21 66 51 53],['boy' 'father' 'falls' 'prison' 'love' 'man']
184,,15,PG-13,Orion Pictures,Throw Momma from the Train,6.3,"['Comedy', 'Crime', 'Thriller']","['dead', 'husband', 'ex', 'boy', 'mother']",[ 4  5 21],['Comedy' 'Crime' 'Thriller'],5809,[13 40 20  4 56],['dead' 'husband' 'ex' 'boy' 'mother']
185,,15,R,Morgan Creek Entertainment,Trial by Jury,5.4,"['Crime', 'Drama', 'Thriller']","['life', 'son', 'young']",[ 5  7 21],['Crime' 'Drama' 'Thriller'],5420,[45 76 99],['life' 'son' 'young']
186,,,R,Lions Gate Films,A Different Loyalty,4.9,"['Drama', 'Romance', 'Thriller']","['war', 'life', 'american', 'secret', 'begins']",[ 7 18 21],['Drama' 'Romance' 'Thriller'],4864,[89 45  1 73  2],['war' 'life' 'american' 'secret' 'begins']
187,,,PG,Eagle Home Entertainment,The Blue Elephant,5.7,"['Animation', 'Adventure', 'Family', 'Musical']","['goes', 'love', 'way', 'young']",[ 2  1  8 14],['Animation' 'Adventure' 'Family' 'Musical'],2904,[34 51 90 99],['goes' 'love' 'way' 'young']
188,,18,TV-MA,Boku Films Pte Limited,The Faith of Anna Waters,3.8,"['Drama', 'Horror', 'Mystery', 'Thriller']","['order', 'husband', 'finds', 'discovers', 'young', 'new', 'mysterious']",[ 7 12 15 21],['Drama' 'Horror' 'Mystery' 'Thriller'],1506,[62 40 26 16 99 59 58],['order' 'husband' 'finds' 'discovers' 'young' 'new' 'mysterious']
189,,15,PG-13,Numero Uno International,The Inner Circle,6.9,"['Biography', 'Crime', 'Drama', 'History', 'Mystery']","['death', 'true', 'story', 'daughter', 'wife', 'film']",[ 3  5  7 11 15],['Biography' 'Crime' 'Drama' 'History' 'Mystery'],5709,[14 87 79 11 91 25],['death' 'true' 'story' 'daughter' 'wife' 'film']
190,,12,Unrated,CIH Shorts,September 11,6.9,['Drama'],['world'],[7],['Drama'],1768,[95],['world']
191,,,R,Alliance Atlantis Communications,Stardom,5.7,"['Drama', 'Comedy']","['small', 'girl', 'town', 'world', 'young']",[7 4],['Drama' 'Comedy'],522,[75 33 85 95 99],['small' 'girl' 'town' 'world' 'young']
192,,PG,PG,Madragoa Filmes,Lisbon Story,7.1,"['Drama', 'Music']","['tries', 'city', 'film', 'help', 'time', 'friend']",[ 7 13],['Drama' 'Music'],5070,[86  6 25 36 84 29],['tries' 'city' 'film' 'help' 'time' 'friend']
193,,15,,Edenflow,The Shooting Party,6.8,"['Drama', 'Romance']","['war', 'world']",[ 7 18],['Drama' 'Romance'],2943,[89 95],['war' 'world']
194,,15,PG,Archerwest,Enigma,5.9,"['Drama', 'Thriller']","['tries', 'stop', 'agent']",[ 7 21],['Drama' 'Thriller'],760,[86 78  0],['tries' 'stop' 'agent']
195,,15,,Simon Films,Deserter,5.3,"['Drama', 'War']","['war', 'friends', 'men']",[ 7 22],['Drama' 'War'],6880,[89 30 55],['war' 'friends' 'men']
196,,15,Not Rated,BBC Arena,Wisconsin Death Trip,6.6,"['Biography', 'Crime', 'Drama', 'History']",['falls'],[ 3  5  7 11],['Biography' 'Crime' 'Drama' 'History'],1007,[21],['falls']
197,,15,,G2 Films,The Nine Lives of Tomas Katz,6.9,"['Comedy', 'Drama', 'Fantasy', 'Mystery']","['comes', 'men', 'man']",[ 4  7  9 15],['Comedy' 'Drama' 'Fantasy' 'Mystery'],3639,[ 8 55 53],['comes' 'men' 'man']
198,,18,Unrated,Jürgen Brüning Filmproduktion,The Raspberry Reich,5.1,"['Comedy', 'Drama', 'Romance']","['son', 'group', 'men']",[ 4  7 18],['Comedy' 'Drama' 'Romance'],4539,[76 35 55],['son' 'group' 'men']
199,,15,TV-MA,Communicado Productions,Rain,6.9,"['Drama', 'Romance']","['family', 'year', 'begins', 'new', 'old']",[ 7 18],['Drama' 'Romance'],2310,[22 96  2 59 61],['family' 'year' 'begins' 'new' 'old']
200,,12A,PG-13,Crusader Entertainment,Swimming Upstream,7.0,"['Biography', 'Drama', 'Sport']","['story', 'life']",[ 3  7 20],['Biography' 'Drama' 'Sport'],2474,[79 45],['story' 'life']
202,,18,R,Seasonal Film Corporation,"No Retreat, No Surrender 2",5.0,"['Adventure', 'Action']",['american'],[1 0],['Adventure' 'Action'],6737,[1],['american']
203,,,,Zagreb Film,The Secret Life of Nikola Tesla,7.2,"['Biography', 'Drama']","['life', 'day']",[3 7],['Biography' 'Drama'],7997,[45 12],['life' 'day']
204,,12,PG,Pelemele Film,Bagdad Cafe,7.4,"['Comedy', 'Drama']","['woman', 'make']",[4 7],['Comedy' 'Drama'],5980,[92 52],['woman' 'make']
205,,12,TV-14,Myriad Pictures,Piccadilly Jim,5.8,"['Comedy', 'Romance']","['order', 'set', 'woman', 'american']",[ 4 18],['Comedy' 'Romance'],5496,[62 74 92  1],['order' 'set' 'woman' 'american']
206,,U,PG,Gramercy Pictures (I),Ratchet & Clank,5.5,"['Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']","['save', 'comes']",[ 2  0  1  4  8 19],['Animation' 'Action' 'Adventure' 'Comedy' 'Family' 'Sci-Fi'],3843,[71  8],['save' 'comes']
207,,12,PG-13,Huayi Brothers,Adrift,6.6,"['Action', 'Adventure', 'Biography', 'Drama', 'Romance', 'Thriller']","['true', 'story', 'couple', 'love', 'young']",[ 0  1  3  7 18 21],['Action' 'Adventure' 'Biography' 'Drama' 'Romance' 'Thriller'],4182,[87 79  9 51 99],['true' 'story' 'couple' 'love' 'young']
208,,,TV-G,Hollywood Hustle,Hollywood.Con,4.1,"['Action', 'Adventure', 'Comedy']",['film'],[0 1 4],['Action' 'Adventure' 'Comedy'],4133,[25],['film']
209,,12,PG-13,GH Pictures,Who Am I?,6.8,"['Action', 'Adventure', 'Comedy', 'Sci-Fi', 'Thriller']","['agent', 'secret']",[ 0  1  4 19 21],['Action' 'Adventure' 'Comedy' 'Sci-Fi' 'Thriller'],3648,[ 0 73],['agent' 'secret']
210,,PG,PG,Golden Harvest Company,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,6.0,"['Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']","['time', 'new']",[ 0  1  4  8 19],['Action' 'Adventure' 'Comedy' 'Family' 'Sci-Fi'],3782,[84 59],['time' 'new']
211,,12,PG-13,New Line Cinema,Rush Hour 2,6.7,"['Action', 'Comedy', 'Crime', 'Thriller']",[],[ 0  4  5 21],['Action' 'Comedy' 'Crime' 'Thriller'],5597,[],[]
212,,15,PG,Centropolis Film Productions,Making Contact,4.7,"['Action', 'Adventure', 'Drama', 'Family', 'Fantasy', 'Horror', 'Mystery', 'Sci-Fi']","['boy', 'father', 'stop', 'friends', 'family', 'young']",[ 0  1  7  8  9 12 15 19],"['Action' 'Adventure' 'Drama' 'Family' 'Fantasy' 'Horror' 'Mystery'
 'Sci-Fi']",1986,[ 4 23 78 30 22 99],['boy' 'father' 'stop' 'friends' 'family' 'young']
213,,15,R,Imperial Releasing,"No Retreat, No Surrender 3: Blood Brothers",5.2,"['Action', 'Crime', 'Drama', 'Sport']","['death', 'father', 'agent']",[ 0  5  7 20],['Action' 'Crime' 'Drama' 'Sport'],4291,[14 23  0],['death' 'father' 'agent']
214,,15,R,CBS Films,Patriots Day,7.3,"['Action', 'Crime', 'Drama', 'History', 'Thriller']","['story', 'city']",[ 0  5  7 11 21],['Action' 'Crime' 'Drama' 'History' 'Thriller'],1758,[79  6],['story' 'city']
215,,18,R,Imperial Entertainment,The King of the Kickboxers,5.8,"['Action', 'Crime', 'Drama', 'Sport']","['death', 'goes', 'film', 'brother']",[ 0  5  7 20],['Action' 'Crime' 'Drama' 'Sport'],4289,[14 34 25  5],['death' 'goes' 'film' 'brother']
216,,18,R,Media Asia Films,Naked Weapon,5.5,"['Action', 'Crime', 'Drama', 'Romance', 'Thriller']","['agent', 'years']",[ 0  5  7 18 21],['Action' 'Crime' 'Drama' 'Romance' 'Thriller'],5228,[ 0 97],['agent' 'years']
217,,,,Kinorama,We Will Be the World Champions,6.4,"['Biography', 'Drama', 'Family', 'Sport']","['school', 'story', 'real']",[ 3  7  8 20],['Biography' 'Drama' 'Family' 'Sport'],4634,[72 79 67],['school' 'story' 'real']
218,,PG,PG-13,Emperor Multimedia Group (EMG),The Medallion,5.2,"['Action', 'Comedy', 'Fantasy']",['mysterious'],[0 4 9],['Action' 'Comedy' 'Fantasy'],3033,[58],['mysterious']
219,,15,R,Bayerischer Rundfunk (BR),Lili Marleen,7.1,"['Drama', 'Music', 'Romance', 'War']","['forced', 'falls', 'love', 'help']",[ 7 13 18 22],['Drama' 'Music' 'Romance' 'War'],1194,[28 21 51 36],['forced' 'falls' 'love' 'help']
220,,15,R,China Star Entertainment,Black Mask 2: City of Masks,3.6,"['Action', 'Drama', 'Sci-Fi']","['stop', 'group']",[ 0  7 19],['Action' 'Drama' 'Sci-Fi'],2072,[78 35],['stop' 'group']
221,,A,PG,Golden Harvest Company,The Cannonball Run,6.2,"['Action', 'Comedy', 'Sport']",[],[ 0  4 20],['Action' 'Comedy' 'Sport'],3782,[],[]
222,,15,R,Escape Artists,Southpaw,7.3,"['Action', 'Drama', 'Sport']",['daughter'],[ 0  7 20],['Action' 'Drama' 'Sport'],3101,[11],['daughter']
223,,18,R,Eurasia Investments,The Protector,5.7,"['Action', 'Crime', 'Thriller']","['city', 'drug', 'daughter', 'york', 'new']",[ 0  5 21],['Action' 'Crime' 'Thriller'],3123,[ 6 18 11 98 59],['city' 'drug' 'daughter' 'york' 'new']
224,,15,R,Centropolis Film Productions,Moon 44,5.0,"['Action', 'Sci-Fi', 'Thriller']","['agent', 'group']",[ 0 19 21],['Action' 'Sci-Fi' 'Thriller'],1986,[ 0 35],['agent' 'group']
225,,,Not Rated,Ramon Film Productions,Bad Black,7.4,['Action'],[],[0],['Action'],6328,[],[]
226,,12A,PG-13,Alcon Entertainment,The Good Lie,7.4,"['Biography', 'Drama']","['city', 'lives', 'group']",[3 7],['Biography' 'Drama'],463,[ 6 46 35],['city' 'lives' 'group']
228,,,,Cut & Paste Generation,The Lullaby,3.9,['Horror'],"['tries', 'evil', 'finds', 'town', 'mother', 'real', 'just', 'son', 'world', 'family', 'home', 'new', 'friend']",[12],['Horror'],2494,[86 19 26 85 56 67 43 76 95 22 38 59 29],"['tries' 'evil' 'finds' 'town' 'mother' 'real' 'just' 'son' 'world'
 'family' 'home' 'new' 'friend']"
229,,18,R,Ghostown Film Management,Hellgate,3.6,['Horror'],"['dead', 'story', 'small', 'girl', 'finds', 'father', 'town', 'daughter', 'life', 'woman', 'years', 'men', 'young']",[12],['Horror'],3721,[13 79 75 33 26 23 85 11 45 92 97 55 99],"['dead' 'story' 'small' 'girl' 'finds' 'father' 'town' 'daughter' 'life'
 'woman' 'years' 'men' 'young']"
230,,12,Not Rated,Digital Forces,Taking Earth,2.7,['Sci-Fi'],"['boy', 'takes', 'people']",[19],['Sci-Fi'],2738,[ 4 81 64],['boy' 'takes' 'people']
231,,15,PG-13,Pure Flix Productions,Samson,4.5,"['Action', 'Drama']","['life', 'people', 'love', 'young']",[0 7],['Action' 'Drama'],6248,[45 64 51 99],['life' 'people' 'love' 'young']
232,,,Unrated,T.O.M. Pictures,Material,7.1,"['Comedy', 'Drama']","['gets', 'father', 'local', 'way', 'secret', 'man', 'young']",[4 7],['Comedy' 'Drama'],7238,[32 23 48 90 73 53 99],['gets' 'father' 'local' 'way' 'secret' 'man' 'young']
233,,,PG,Peru Productions,White Lion,6.5,"['Drama', 'Family']","['forced', 'boy', 'finds', 'young']",[7 8],['Drama' 'Family'],6008,[28  4 26 99],['forced' 'boy' 'finds' 'young']
234,,18,R,Distant Horizon,The Mangler,4.3,"['Horror', 'Mystery']",[],[12 15],['Horror' 'Mystery'],2766,[],[]
235,,U,PG,August Entertainment,Nukie,1.7,"['Family', 'Sci-Fi']",['brother'],[ 8 19],['Family' 'Sci-Fi'],930,[5],['brother']
236,,PG,TV-Y7,Banc of California,Seal Team,5.6,"['Animation', 'Action', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']",[],[ 2  0  4  8  9 19],['Animation' 'Action' 'Comedy' 'Family' 'Fantasy' 'Sci-Fi'],1124,[],[]
